Fecha,Material,Descripcion,KG MERMADOS,PROCESO
18/02/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,14.4,REBANADOS
18/02/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,37.4,REBANADOS
18/02/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,7.975,VALOR AGREGADO
18/02/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1,VALOR AGREGADO
18/02/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,24.137,INYECCIÓN
18/02/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,174.5,DESHUESE DE PERNIL
18/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,69.1,REBANADO AHUMADO
18/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,331.8,AHUMADO
18/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,270.6,AHUMADO
19/02/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,27.6,REBANADOS
19/02/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,60.2,REBANADOS
19/02/2025,134372G1,MAT PRIMA MILANESA TAQUERA,63,REBANADOS
19/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,22.6,REBANADOS
19/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,54.5,VALOR AGREGADO
19/02/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,1.083,VALOR AGREGADO
19/02/2025,134325G3,PERNIL,53.051,DESHUESE DE PERNIL
19/02/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,83.92,INYECCIÓN
19/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,279.4,AHUMADO
19/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,120.7,REBANADO AHUMADO
19/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,331.201,AHUMADO
20/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
20/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,235.2,AHUMADO
20/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,132.5,REBANADO AHUMADO
20/02/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,0.8,DESBARATADO DE CANALES
20/02/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,20.7,REBANADOS
20/02/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,5.2,REBANADOS
20/02/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,51.9,REBANADOS
20/02/2025,134372G1,MAT PRIMA MILANESA TAQUERA,16.9,REBANADOS
20/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,182.5,REBANADOS
20/02/2025,134325G3,PERNIL,315.452,DESHUESE DE PERNIL
20/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,524.2,AHUMADO
21/02/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,6.2,REBANADOS
21/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,16.4,REBANADOS
21/02/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,59.3,REBANADOS
21/02/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,181.6,REBANADOS
21/02/2025,134797A5,MP INT RECORTE MAGRO,10.5,REBANADOS
21/02/2025,134798C1,MAT PRIMA RECORTE MAGRO,9.2,REBANADOS
21/02/2025,133128J1,TRIPA CALIBRADA No. 34,1.448,VALOR AGREGADO
21/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,69,VALOR AGREGADO
21/02/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,8.323,VALOR AGREGADO
21/02/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,21.134,VALOR AGREGADO
21/02/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,18.649,VALOR AGREGADO
21/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,149.4,REBANADO AHUMADO
21/02/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,57.586,INYECCIÓN
21/02/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,88,DESBARATADO DE CANALES
21/02/2025,134325G3,PERNIL,213.54,DESHUESE DE PERNIL
21/02/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,225.6,DESHUESE DE PERNIL
22/02/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,5.167,VALOR AGREGADO
22/02/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,19.689,VALOR AGREGADO
22/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,158.9,REBANADO AHUMADO
22/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,741.7,AHUMADO
22/02/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,36.3,REBANADOS
22/02/2025,134281G5,MP INT CABEZA DE LOMO REJALADO,39.8,REBANADOS
22/02/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,60.3,REBANADOS
22/02/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,83,REBANADOS
22/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,26.2,REBANADOS
22/02/2025,134797A5,MP INT RECORTE MAGRO,98.2,REBANADOS
24/02/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,14.7,DESBARATADO DE CANALES
24/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,10.2,REBANADOS
24/02/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,31.7,REBANADOS
24/02/2025,134372G1,MAT PRIMA MILANESA TAQUERA,66.6,REBANADOS
24/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,12.1,REBANADOS
24/02/2025,134797A5,MP INT RECORTE MAGRO,8.3,REBANADOS
24/02/2025,134325G3,PERNIL,223.436,DESHUESE DE PERNIL
24/02/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,53.209,INYECCIÓN
24/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,231.5,AHUMADO
24/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,96.4,REBANADO AHUMADO
25/02/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,43.9,REBANADOS
25/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,6,REBANADOS
25/02/2025,134372G1,MAT PRIMA MILANESA TAQUERA,230.6,REBANADOS
25/02/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,26.042,VALOR AGREGADO
25/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
25/02/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,3.317,VALOR AGREGADO
25/02/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,1.748,VALOR AGREGADO
25/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,82.6,REBANADO AHUMADO
25/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,278.3,AHUMADO
25/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,411.3,AHUMADO
26/02/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,15.6,DESBARATADO DE CANALES
26/02/2025,134367I1,CUARTEO PERNIL CON PATITA,41.187,DESBARATADO DE CANALES
26/02/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,73.7,REBANADOS
26/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.9,REBANADOS
26/02/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,104.9,REBANADOS
26/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,86,REBANADOS
26/02/2025,134325G3,PERNIL,275.707,DESHUESE DE PERNIL
26/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,354.9,AHUMADO
26/02/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,1.069,VALOR AGREGADO
26/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,89.5,VALOR AGREGADO
26/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,77,REBANADO AHUMADO
26/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,313.901,AHUMADO
27/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,7.3,REBANADOS
27/02/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,177.8,REBANADOS
27/02/2025,134372G3,MAT PRIMA MILANESA TAQUERA,174.6,REBANADOS
27/02/2025,134797A5,MP INT RECORTE MAGRO,16,REBANADOS
27/02/2025,134798C1,MAT PRIMA RECORTE MAGRO,15,REBANADOS
27/02/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,104,VALOR AGREGADO
27/02/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.664,VALOR AGREGADO
27/02/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,28.2,VALOR AGREGADO
27/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,298.1,AHUMADO
27/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,190.9,REBANADO AHUMADO
28/02/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,39.5,DESBARATADO DE CANALES
28/02/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,17.9,REBANADOS
28/02/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,3.5,REBANADOS
28/02/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,59.6,REBANADOS
28/02/2025,134372G1,MAT PRIMA MILANESA TAQUERA,96.4,REBANADOS
28/02/2025,134798C1,MAT PRIMA RECORTE MAGRO,0.3,REBANADOS
28/02/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,12.1,VALOR AGREGADO
28/02/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,309.9,AHUMADO
28/02/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,263.7,REBANADO AHUMADO
01/03/2025,134804C1,MAT PRIMA RTE 80/20 HAMBURGUESA,5.781,VALOR AGREGADO
01/03/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,9.1,DESBARATADO DE CANALES
01/03/2025,134325G3,PERNIL,360.272,DESHUESE DE PERNIL
01/03/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,520.201,AHUMADO
01/03/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,3,REBANADOS
01/03/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,124,REBANADOS
01/03/2025,134372G3,MAT PRIMA MILANESA TAQUERA,36.2,REBANADOS
03/03/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,29.9,REBANADO AHUMADO
03/03/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,283.3,AHUMADO
03/03/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,35.167,INYECCIÓN
03/03/2025,134325G3,PERNIL,495.018,DESHUESE DE PERNIL
03/03/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,3.558,VALOR AGREGADO
03/03/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,14.8,REBANADOS
03/03/2025,134372G1,MAT PRIMA MILANESA TAQUERA,19.9,REBANADOS
03/03/2025,134372G3,MAT PRIMA MILANESA TAQUERA,44.1,REBANADOS
03/03/2025,134798C1,MAT PRIMA RECORTE MAGRO,0.2,REBANADOS
03/03/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,28.5,DESBARATADO DE CANALES
04/03/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,25.7,REBANADOS
04/03/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.1,REBANADOS
04/03/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,120.1,REBANADOS
04/03/2025,134372G5,MAT PRIMA MILANESA TAQUERA,62.3,REBANADOS
04/03/2025,134798C1,MAT PRIMA RECORTE MAGRO,36.5,REBANADOS
04/03/2025,134359C1,MAT PRIMA MILANESA ADOBO,4.726,VALOR AGREGADO
04/03/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
04/03/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,9.744,VALOR AGREGADO
04/03/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.063,VALOR AGREGADO
04/03/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,8.577,VALOR AGREGADO
04/03/2025,134548C1,MAT PRIMA ENTRECOAT PARA INYECCION,22.68,INYECCIÓN
04/03/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,260.4,AHUMADO
04/03/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,84.7,REBANADO AHUMADO
05/03/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,126,REBANADO AHUMADO
05/03/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,439.2,AHUMADO
05/03/2025,134325G3,PERNIL,574.517,DESHUESE DE PERNIL
05/03/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,50,VALOR AGREGADO
05/03/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.852,VALOR AGREGADO
05/03/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,31.8,REBANADOS
05/03/2025,134372G3,MAT PRIMA MILANESA TAQUERA,96.9,REBANADOS
05/03/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,125.3,DESBARATADO DE CANALES
05/03/2025,134367I1,CUARTEO PERNIL CON PATITA,1.036,DESBARATADO DE CANALES
06/03/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,14.8,DESBARATADO DE CANALES
06/03/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,18.7,REBANADOS
06/03/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,72.8,REBANADOS
06/03/2025,134372G1,MAT PRIMA MILANESA TAQUERA,188.5,REBANADOS
06/03/2025,134797A5,MP INT RECORTE MAGRO,39.9,REBANADOS
06/03/2025,134798C1,MAT PRIMA RECORTE MAGRO,2.2,REBANADOS
06/03/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
06/03/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.47,VALOR AGREGADO
06/03/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,18.75,VALOR AGREGADO
06/03/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,338.6,DESHUESE DE PERNIL
06/03/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,538,AHUMADO
06/03/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,340.3,REBANADO AHUMADO
08/03/2025,134203I1,CUARTEO PALETA CON MANITA,1,DESBARATADO DE CANALES
07/03/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,10.4,DESBARATADO DE CANALES
08/03/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,32.651,VALOR AGREGADO
