Fecha,Material,Descripcion,KG MERMADOS,PROCESO
25/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,179.5,DESHUESE DE PERNIL
25/09/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,1.204,VALOR AGREGADO
25/09/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,1.531,VALOR AGREGADO
25/09/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,36.125,VALOR AGREGADO
25/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,179.2,AHUMADO
25/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,145.2,REBANADO AHUMADO
26/09/2025,134201G2,ESPALDILLA SIN HUESO,37,DESBARATADO DE CANALES
26/09/2025,134203I1,CUARTEO PALETA CON MANITA,143.49,DESBARATADO DE CANALES
26/09/2025,134207G2,CABEZA DE LOMO,14.8,DESBARATADO DE CANALES
26/09/2025,134207G2,CABEZA DE LOMO,69,REBANADOS
26/09/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,30.5,REBANADOS
26/09/2025,134372G1,MAT PRIMA MILANESA TAQUERA,24.8,REBANADOS
26/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,3,REBANADOS
26/09/2025,134325G3,PERNIL,71.1,DESHUESE DE PERNIL
26/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,283.5,AHUMADO
26/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,170.6,REBANADO AHUMADO
26/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,54.5,VALOR AGREGADO
27/09/2025,134201G2,ESPALDILLA SIN HUESO,29.3,DESBARATADO DE CANALES
27/09/2025,134325G3,PERNIL,8,DESHUESE DE PERNIL
27/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,341.3,AHUMADO
27/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,90.4,REBANADOS
27/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,221.4,REBANADO AHUMADO
29/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,84,DESBARATADO DE CANALES
29/09/2025,134367I1,CUARTEO PERNIL CON PATITA,59.009,DESBARATADO DE CANALES
29/09/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,38.5,REBANADOS
29/09/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,81,REBANADOS
29/09/2025,134372G3,MAT PRIMA MILANESA TAQUERA,57.5,REBANADOS
29/09/2025,134797A5,MP INT RECORTE MAGRO,5.6,REBANADOS
29/09/2025,134798C1,MAT PRIMA RECORTE MAGRO,6.5,REBANADOS
29/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,50,VALOR AGREGADO
29/09/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,33.356,VALOR AGREGADO
29/09/2025,134325G3,PERNIL,264.1,DESHUESE DE PERNIL
29/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,297.8,AHUMADO
29/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,68,REBANADO AHUMADO
30/09/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,48.9,REBANADOS
30/09/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,104,REBANADOS
30/09/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,224,REBANADO AHUMADO
30/09/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,57,AHUMADO
30/09/2025,134325G5,MAT PRIMA PERNIL INTERPLANTAS,225.4,DESHUESE DE PERNIL
30/09/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,97,VALOR AGREGADO
30/09/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,19.495,VALOR AGREGADO
30/09/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,155.2,DESBARATADO DE CANALES
30/09/2025,134203I1,CUARTEO PALETA CON MANITA,93.76,DESBARATADO DE CANALES
30/09/2025,134367I1,CUARTEO PERNIL CON PATITA,77.918,DESBARATADO DE CANALES
01/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,618.9,AHUMADO
01/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,24.6,REBANADO AHUMADO
01/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.436,VALOR AGREGADO
01/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,97.4,DESBARATADO DE CANALES
01/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,13.7,REBANADOS
01/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,27.1,REBANADOS
01/10/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,8.4,REBANADOS
02/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,34.1,REBANADOS
02/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,10.001,VALOR AGREGADO
02/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,103.5,VALOR AGREGADO
02/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,2.049,VALOR AGREGADO
02/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,5.182,VALOR AGREGADO
02/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,21.8,VALOR AGREGADO
02/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,43.4,DESBARATADO DE CANALES
02/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,419.7,AHUMADO
02/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,92.3,REBANADO AHUMADO
03/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,25.3,REBANADOS
03/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,175.4,REBANADOS
03/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,37.6,REBANADOS
03/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,4.6,REBANADOS
03/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,9.448,VALOR AGREGADO
03/10/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,11.634,VALOR AGREGADO
03/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,333.2,AHUMADO
03/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,111.9,REBANADO AHUMADO
04/10/2025,134325G3,PERNIL,33.3,DESHUESE DE PERNIL
04/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,90.7,REBANADOS
04/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,83.2,REBANADOS
04/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,52.65,VALOR AGREGADO
04/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,410.5,AHUMADO
04/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,124.4,REBANADO AHUMADO
06/10/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,101.8,REBANADOS
06/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,93.4,REBANADOS
06/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,99.2,VALOR AGREGADO
06/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.113,VALOR AGREGADO
06/10/2025,134797C1,MAT PRIMA ARRACHERA DE CERDO,28.882,VALOR AGREGADO
06/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,312,REBANADO AHUMADO
06/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,261.1,AHUMADO
06/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,54,DESBARATADO DE CANALES
07/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,47.1,REBANADOS
07/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,20.4,REBANADOS
07/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,15.8,REBANADOS
07/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,9.126,VALOR AGREGADO
07/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,85,VALOR AGREGADO
07/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.666,VALOR AGREGADO
07/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.448,VALOR AGREGADO
07/10/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,0.346,VALOR AGREGADO
07/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,296.3,AHUMADO
07/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,119.2,REBANADO AHUMADO
08/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,6.592,VALOR AGREGADO
08/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.171,VALOR AGREGADO
08/10/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,3,VALOR AGREGADO
08/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,7,REBANADOS
08/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,156.8,REBANADO AHUMADO
08/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,335.6,AHUMADO
08/10/2025,134325G3,PERNIL,657.7,DESHUESE DE PERNIL
08/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,140.8,DESBARATADO DE CANALES
08/10/2025,134203I1,CUARTEO PALETA CON MANITA,85.751,DESBARATADO DE CANALES
09/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,147.6,REBANADO AHUMADO
09/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,594.7,AHUMADO
09/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,30.919,VALOR AGREGADO
09/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,56.5,VALOR AGREGADO
09/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.443,VALOR AGREGADO
09/10/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,13.334,VALOR AGREGADO
09/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,0.522,VALOR AGREGADO
09/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,83.75,VALOR AGREGADO
09/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,20.7,REBANADOS
09/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,19.4,REBANADOS
09/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,23.7,REBANADOS
09/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,123,REBANADOS
09/10/2025,134797A5,MP INT RECORTE MAGRO,17.5,REBANADOS
09/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,22.7,REBANADOS
09/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,37.9,DESBARATADO DE CANALES
10/10/2025,134401I1,CUARTEO PANCETA,124.527,DESBARATADO DE CANALES
10/10/2025,134216C1,MAT PRIMA CUBICADA,6.867,VALOR AGREGADO
10/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
10/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.248,VALOR AGREGADO
10/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,1.883,VALOR AGREGADO
10/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,2.4,VALOR AGREGADO
10/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,85.1,REBANADOS
10/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,37.7,REBANADOS
10/10/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,45.8,REBANADOS
10/10/2025,134325G3,PERNIL,238.88,DESHUESE DE PERNIL
10/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,671,AHUMADO
10/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,116.9,REBANADO AHUMADO
11/10/2025,134201G2,ESPALDILLA SIN HUESO,9.5,DESBARATADO DE CANALES
11/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,47.9,REBANADOS
11/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,12,REBANADOS
11/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,86,VALOR AGREGADO
11/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,5.544,VALOR AGREGADO
11/10/2025,134325G3,PERNIL,69.7,DESHUESE DE PERNIL
11/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,417.7,AHUMADO
11/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,102.6,REBANADO AHUMADO
13/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,26.7,REBANADOS
13/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,80,REBANADOS
13/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,37.344,VALOR AGREGADO
13/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,50,VALOR AGREGADO
13/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.626,VALOR AGREGADO
13/10/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,43.509,VALOR AGREGADO
13/10/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,6.288,VALOR AGREGADO
13/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,277.2,AHUMADO
13/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,135.8,REBANADO AHUMADO
14/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,31.6,REBANADOS
14/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,38.5,REBANADOS
14/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,19.2,REBANADOS
14/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,71.4,REBANADOS
14/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,82,VALOR AGREGADO
14/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,2.224,VALOR AGREGADO
14/10/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,0.3,VALOR AGREGADO
14/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,707.4,AHUMADO
14/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,133.3,REBANADO AHUMADO
14/10/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,30,DESBARATADO DE CANALES
15/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,235.9,DESBARATADO DE CANALES
15/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,37.8,REBANADOS
15/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,87,REBANADOS
15/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,124.4,REBANADOS
15/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,17.747,VALOR AGREGADO
15/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,39,VALOR AGREGADO
15/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,0.598,VALOR AGREGADO
15/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,0.345,VALOR AGREGADO
15/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,38.55,VALOR AGREGADO
15/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,249.8,AHUMADO
15/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,168,REBANADO AHUMADO
16/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,64.1,DESBARATADO DE CANALES
16/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,24.1,REBANADOS
16/10/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,20.5,REBANADOS
16/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,85.1,REBANADOS
16/10/2025,134325G3,PERNIL,134.126,DESHUESE DE PERNIL
16/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
16/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.856,VALOR AGREGADO
16/10/2025,134713C1,MAT PRIMA RECORTE ESPECIAL,4.845,VALOR AGREGADO
16/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,41.6,VALOR AGREGADO
16/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,53.7,REBANADO AHUMADO
16/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,325.6,AHUMADO
17/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,32.6,DESBARATADO DE CANALES
17/10/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,15.5,DESBARATADO DE CANALES
17/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,34.8,REBANADOS
17/10/2025,134358G1,MAT PRIMA MILANESA DE PIERNA,42.7,REBANADOS
17/10/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,8.4,REBANADOS
17/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,103.3,REBANADOS
17/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
17/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,5.325,VALOR AGREGADO
17/10/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,9.483,VALOR AGREGADO
17/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,11.572,VALOR AGREGADO
17/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,368.6,AHUMADO
18/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,59.788,VALOR AGREGADO
18/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,95.7,REBANADO AHUMADO
18/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,494.7,AHUMADO
20/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,20.1,DESBARATADO DE CANALES
20/10/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,23,DESBARATADO DE CANALES
20/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,14.1,REBANADOS
20/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,132.4,REBANADOS
20/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,24.6,REBANADOS
20/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,13.9,REBANADOS
20/10/2025,134325G3,PERNIL,616.1,DESHUESE DE PERNIL
20/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,11.679,VALOR AGREGADO
20/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,49.5,VALOR AGREGADO
20/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,7.259,VALOR AGREGADO
20/10/2025,139405C1,MAT PRIMA RTE 80/20 MOLIDA DE LONGANIZA,1.767,VALOR AGREGADO
20/10/2025,139406C1,MAT PRIMA RTE 80/20 LONGANIZA 600,3.233,VALOR AGREGADO
20/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,388,AHUMADO
20/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,144.1,REBANADO AHUMADO
21/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,236.5,DESBARATADO DE CANALES
21/10/2025,134401I1,CUARTEO PANCETA,26.705,DESBARATADO DE CANALES
21/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,11.3,REBANADOS
21/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,35,REBANADOS
21/10/2025,134797A5,MP INT RECORTE MAGRO,5.7,REBANADOS
21/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,15.742,VALOR AGREGADO
21/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,3.601,VALOR AGREGADO
21/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,44,VALOR AGREGADO
21/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,5.523,VALOR AGREGADO
21/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,324.2,AHUMADO
21/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,139.3,REBANADO AHUMADO
22/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,84.3,DESBARATADO DE CANALES
22/10/2025,134203I1,CUARTEO PALETA CON MANITA,40.812,DESBARATADO DE CANALES
22/10/2025,134367I1,CUARTEO PERNIL CON PATITA,0.006,DESBARATADO DE CANALES
22/10/2025,134401I1,CUARTEO PANCETA,65.082,DESBARATADO DE CANALES
22/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,26.3,REBANADOS
22/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,23.9,REBANADOS
22/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,18.8,REBANADOS
22/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,3.4,REBANADOS
22/10/2025,134798C1,MAT PRIMA RECORTE MAGRO,13.8,REBANADOS
22/10/2025,134325G3,PERNIL,114.3,DESHUESE DE PERNIL
22/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,313.2,AHUMADO
22/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,120.1,REBANADO AHUMADO
22/10/2025,133128J1,TRIPA CALIBRADA No. 34,0.966,VALOR AGREGADO
22/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,3.474,VALOR AGREGADO
22/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,0.499,VALOR AGREGADO
22/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100.5,VALOR AGREGADO
22/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,5.778,VALOR AGREGADO
23/10/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,63.3,DESBARATADO DE CANALES
23/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,20.6,REBANADOS
23/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,25.6,REBANADOS
23/10/2025,134358G3,MAT PRIMA MILANESA DE PIERNA,70.3,REBANADOS
23/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,22.3,REBANADOS
23/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,41.6,REBANADOS
23/10/2025,134797A5,MP INT RECORTE MAGRO,20,REBANADOS
23/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,100,VALOR AGREGADO
23/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.85,VALOR AGREGADO
23/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,36.45,VALOR AGREGADO
23/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,154.6,REBANADO AHUMADO
23/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,644.6,AHUMADO
24/10/2025,134201G2,ESPALDILLA SIN HUESO,30,DESBARATADO DE CANALES
24/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,64.7,REBANADOS
24/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,22.6,REBANADOS
24/10/2025,134372G1,MAT PRIMA MILANESA TAQUERA,72.6,REBANADOS
24/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,122.4,REBANADOS
24/10/2025,134701G5,MP RECORTE 80-20 INTERPLANTAS,79.5,VALOR AGREGADO
24/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,4.4,VALOR AGREGADO
24/10/2025,134748C1,MAT PRIMA PUNTAS DE FILETE FINAS HIERBAS,4.367,VALOR AGREGADO
24/10/2025,139403C1,MAT PRIMA RTE 80/20 LONGANIZA,1,VALOR AGREGADO
24/10/2025,139407C5,MAT PRIMA RTE 80/20 LONGANIZA AHUMADA,35.45,VALOR AGREGADO
24/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,367.7,AHUMADO
24/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,178.6,REBANADO AHUMADO
25/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,365,AHUMADO
27/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,24.9,DESBARATADO DE CANALES
27/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,1.8,REBANADOS
27/10/2025,134372G3,MAT PRIMA MILANESA TAQUERA,89.2,REBANADOS
27/10/2025,134372G5,MAT PRIMA MILANESA TAQUERA,15.5,REBANADOS
27/10/2025,134797A5,MP INT RECORTE MAGRO,0.9,REBANADOS
27/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,482.1,AHUMADO
27/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,227.8,REBANADO AHUMADO
27/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,1.664,VALOR AGREGADO
27/10/2025,134805C1,MAT PRIMA RTE 80/20 HAMBURGUESA TOCINO,30.718,VALOR AGREGADO
28/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,271.8,AHUMADO
29/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,206.6,REBANADO AHUMADO
29/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,346.1,AHUMADO
29/10/2025,134314C1,MAT PRIMA MILANESA PARA MARINAR,28.278,VALOR AGREGADO
29/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,12.58,VALOR AGREGADO
29/10/2025,134706C1,MAT PRIMA RTE 80/20 PICADA,70.952,VALOR AGREGADO
29/10/2025,134228C1,MAT PRIMA DE ESPALDILLA REJALADA,83.7,REBANADOS
29/10/2025,134281C1,MAT PRIMA DE CABEZA DE LOMO REJALADA,46.6,REBANADOS
29/10/2025,134358G5,MAT PRIMA MILANESA DE PIERNA,31.2,REBANADOS
29/10/2025,124331A1,MAT PRIMA CODILLO TRASERO TROCEADO,29,DESBARATADO DE CANALES
30/10/2025,134549C1,MAT PRIMA ENTRECOAT INYECTADO PARA COCIM,295.2,AHUMADO
30/10/2025,134540C1,MAT PRIMA ENTRECOAT AHUMADO PARA REBANAR,140.6,REBANADO AHUMADO
30/10/2025,134325G3,PERNIL,198.8,DESHUESE DE PERNIL
30/10/2025,134346C1,MAT PRIMA MILANESA LEÑA,32.424,VALOR AGREGADO
30/10/2025,124536F3,MAT PRIMA PARA CHULETA REBANADA S,71.9,DESBARATADO DE CANALES
30/10/2025,134203I1,CUARTEO PALETA CON MANITA,3.755,DESBARATADO DE CANALES
30/10/2025,134367I1,CUARTEO PERNIL CON PATITA,129.438,DESBARATADO DE CANALES
